"title","subtitle","title_kana","artist","artist_kana","request_number","lyrics_start","original_key","remarks1","remarks1_kana","remarks2","remarks2_kana","model_code","genre_code","type_code","release_year","parent_song_id","artist_id","lite"
"ORION","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾘｵﾝ","中島美嘉","ﾅｶｼﾏﾐｶ","2010-45","nan","0","nan","nan","nan","nan","201","01","01","2020","S13328","A33951","0"
"気まぐれロマンティック","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾏｸﾞﾚﾛﾏﾝﾃｨｯｸ","いきものがかり","ｲｷﾓﾉｶﾞｶﾘ","2010-46","nan","0","nan","nan","nan","nan","201","01","01","2020","S97478","A14477","0"
"君をのせて","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾐｦﾉｾﾃ","井上あずみ","ｲﾉｳｴｱｽﾞﾐ","2010-47","nan","0","nan","nan","nan","nan","201","01","01","2020","S18955","A16708","0"
"クリスマス・イブ〈アカペラ・アンレジ〉","サブタイトルサブタイトルサブタイトルサブタイトル","ｸﾘｽﾏｽｲﾌﾞｱｶﾍﾟﾗｱﾚﾝｼﾞ","SMOOTH ACE","ｽﾑｰｽｴｰｽ","2010-48","nan","0","nan","nan","nan","nan","201","01","01","2020","S36002","A50332","0"
"こいのぼり","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｲﾉﾎﾞﾘ","童謡・唱歌","ﾄﾞｳﾖｳｼｮｳｶ","2010-49","nan","0","nan","nan","nan","nan","201","01","01","2020","S70980","A31512","0"
"桜","サブタイトルサブタイトルサブタイトルサブタイトル","ｻｸﾗ","コブクロ","ｺﾌﾞｸﾛ","2010-50","nan","0","nan","nan","nan","nan","201","01","01","2020","S26301","A36168","0"
"サザエさん","サブタイトルサブタイトルサブタイトルサブタイトル","ｻｻﾞｴｻﾝ","宇野ゆう子","ｳﾉﾕｳｺ","2010-51","nan","0","nan","nan","nan","nan","201","01","01","2020","S45235","A63514","0"
"366日","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾝﾋﾞｬｸﾛｸｼﾞｭｳﾛｸﾆﾁ","HY","ｴｲﾁﾜｲ","2010-52","nan","0","nan","nan","nan","nan","201","01","01","2020","S43655","A89037","0"
"[生演奏]SEASONS","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｰｽﾞﾝｽﾅﾏｴﾝｿｳ","浜崎あゆみ","ﾊﾏｻｷｱﾕﾐ","2010-53","nan","0","nan","nan","nan","nan","201","01","06","2020","S99270","A31181","0"
"[生演奏]タッチ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀｯﾁﾅﾏｴﾝｿｳ","岩崎良美","ｲﾜｻｷﾖｼﾐ","2010-54","nan","0","nan","nan","nan","nan","201","01","06","2020","S14933","A44119","0"
"CHA-LA HEAD-CHA-LA","サブタイトルサブタイトルサブタイトルサブタイトル","ﾁｬﾗﾍｯﾁｬﾗ","影山ヒロノブ","ｶｹﾞﾔﾏﾋﾛﾉﾌﾞ","2010-55","nan","0","nan","nan","nan","nan","201","01","01","2020","S76984","A46710","0"
"手紙～拝啓十五の君へ～","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃｶﾞﾐﾊｲｹｲｼﾞｭｳｺﾞﾉｷﾐﾍ","アンジェラ・アキ","ｱﾝｼﾞｪﾗｱｷ","2010-56","nan","0","nan","nan","nan","nan","201","01","01","2020","S85658","A96192","0"
"Don’t Say ""lazy"","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾞﾝﾄｾｲﾚｲｼﾞｰ","桜高軽音部","ｻｸﾗｺｳｹｲｵﾝﾌﾞ","2010-57","nan","0","nan","nan","nan","nan","201","01","01","2020","S45906","A78834","0"
"夏祭り","サブタイトルサブタイトルサブタイトルサブタイトル","ﾅﾂﾏﾂﾘ","JITTERIN'JIN","ｼﾞｯﾀﾘﾝｼﾞﾝ","2010-58","nan","0","nan","nan","nan","nan","201","01","01","2020","S60930","A26718","0"
"ハナミズキ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾅﾐｽﾞｷ","一青窈","ﾋﾄﾄﾖｳ","2010-59","nan","0","nan","nan","nan","nan","201","01","01","2020","S27418","A10193","0"
"はまぐりボンバー","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾏｸﾞﾘﾎﾞﾝﾊﾞｰ","矢島美容室","ﾔｼﾞﾏﾋﾞﾖｳｼﾂ","2010-60","nan","0","nan","nan","nan","nan","201","01","01","2020","S75994","A51414","0"
"バラライカ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾞﾗﾗｲｶ","月島きらり starring久住小春(モーニング娘。)","ﾂｷｼﾏｷﾗﾘｽﾀｰﾘﾝｸﾞｸｽﾐｺﾊﾙ","2010-61","nan","0","nan","nan","nan","nan","201","01","01","2020","S71426","A54019","0"
"ひまわり","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾏﾜﾘ","遊助","ﾕｳｽｹ","2010-62","nan","0","nan","nan","nan","nan","201","01","01","2020","S29927","A30817","0"
"PRIDE","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾗｲﾄﾞ","今井美樹","ｲﾏｲﾐｷ","2010-63","nan","0","nan","nan","nan","nan","201","01","01","2020","S25927","A29597","0"
"ホタルノヒカリ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾀﾙﾉﾋｶﾘ","いきものがかり","ｲｷﾓﾉｶﾞｶﾘ","2010-64","nan","0","nan","nan","nan","nan","201","01","01","2020","S23143","A69575","0"
"[ｽｺﾞｵﾄ]負けないで","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｹﾅｲﾃﾞｽｺﾞｵﾄ","ZARD","ｻﾞｰﾄﾞ","2010-65","nan","0","nan","nan","nan","nan","201","01","06","2020","S82064","A51266","0"
"三日月","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐｶﾂﾞｷ","絢香","ｱﾔｶ","2010-66","nan","0","nan","nan","nan","nan","201","01","01","2020","S47826","A17142","0"
"めざせポケモンマスター","サブタイトルサブタイトルサブタイトルサブタイトル","ﾒｻﾞｾﾎﾟｹﾓﾝﾏｽﾀｰ","松本梨香","ﾏﾂﾓﾄﾘｶ","2010-67","nan","0","nan","nan","nan","nan","201","01","01","2020","S11727","A89284","0"
"ヤッターマンの歌","サブタイトルサブタイトルサブタイトルサブタイトル","ﾔｯﾀｰﾏﾝﾉｳﾀ","山本まさゆき/少年少女合唱団みずうみ","ﾔﾏﾓﾄﾏｻﾕｷｼｮｳﾈﾝｼｮｳｼﾞｮｶﾞｯｼｮｳﾀﾞﾝﾐｽﾞｳﾐ","2010-68","nan","0","nan","nan","nan","nan","201","01","01","2020","S72974","A82463","0"
"夜空ノムコウ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾖｿﾞﾗﾉﾑｺｳ","SMAP","ｽﾏｯﾌﾟ","2010-69","nan","0","nan","nan","nan","nan","201","01","01","2020","S94328","A92046","0"
"WINDING ROAD","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜｲﾝﾃﾞｨﾝｸﾞﾛｰﾄﾞ","絢香×コブクロ","ｱﾔｶｺﾌﾞｸﾛ","2010-70","nan","0","nan","nan","nan","nan","201","01","01","2020","S88497","A85769","0"
"One Love","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜﾝﾗﾌﾞ","嵐","ｱﾗｼ","2010-71","nan","0","nan","nan","nan","nan","201","01","01","2020","S79465","A79343","0"
"あのバンド","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾉﾊﾞﾝﾄﾞ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-01","nan","0","nan","nan","nan","nan","600","01","01","2020","S95192","A78223","0"
"カラカラ","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾗｶﾗ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-02","nan","0","nan","nan","nan","nan","600","01","01","2020","S54345","A59957","0"
"ギターと孤独と蒼い惑星","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞﾀｰﾄｺﾄﾞｸﾄｱｵｲﾜｸｾｲ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-03","nan","0","nan","nan","nan","nan","600","01","01","2020","S94599","A16651","0"
"転がる岩、君に朝が降る","サブタイトルサブタイトルサブタイトルサブタイトル","ｺﾛｶﾞﾙｲﾜｷﾐﾆｱｻｶﾞﾌﾙ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-04","nan","0","nan","nan","nan","nan","600","01","01","2020","S64612","A47175","0"
"星座になれたら","サブタイトルサブタイトルサブタイトルサブタイトル","ｾｲｻﾞﾆﾅﾚﾀﾗ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-05","nan","0","nan","nan","nan","nan","600","01","01","2020","S50264","A98157","0"
"青春コンプレックス","サブタイトルサブタイトルサブタイトルサブタイトル","ｾｲｼｭﾝｺﾝﾌﾟﾚｯｸｽ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-06","nan","0","nan","nan","nan","nan","600","01","01","2020","S11201","A19751","0"
"小さな海","サブタイトルサブタイトルサブタイトルサブタイトル","ﾁｲｻﾅｳﾐ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-07","nan","0","nan","nan","nan","nan","600","01","01","2020","S55928","A30614","0"
"Distortion!!","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃﾞｨｽﾄｰｼｮﾝ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-08","nan","0","nan","nan","nan","nan","600","01","01","2020","S77403","A42579","0"
"なにが悪い","サブタイトルサブタイトルサブタイトルサブタイトル","ﾅﾆｶﾞﾜﾙｲ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-09","nan","0","nan","nan","nan","nan","600","01","01","2020","S64050","A46795","0"
"ひとりぼっち東京","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾄﾘﾎﾞｯﾁﾄｳｷｮｳ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-10","nan","0","nan","nan","nan","nan","600","01","01","2020","S62959","A78143","0"
"ひみつ基地","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾐﾂｷﾁ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-11","nan","0","nan","nan","nan","nan","600","01","01","2020","S78495","A35508","0"
"フラッシュバッカー","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾗｯｼｭﾊﾞｯｶｰ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-12","nan","0","nan","nan","nan","nan","600","01","01","2020","S64010","A85469","0"
"ラブソングが歌えない","サブタイトルサブタイトルサブタイトルサブタイトル","ﾗﾌﾞｿﾝｸﾞｶﾞｳﾀｴﾅｲ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-13","nan","0","nan","nan","nan","nan","600","01","01","2020","S88130","A81081","0"
"忘れてやらない","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜｽﾚﾃﾔﾗﾅｲ","結束バンド","ｹｯｿｸﾊﾞﾝﾄﾞ","6000-14","nan","0","nan","nan","nan","nan","600","01","01","2020","S74088","A46744","0"
"青と夏","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｵﾄﾅﾂ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-15","nan","0","nan","nan","nan","nan","600","01","01","2020","S98240","A82817","0"
"インフェルノ","サブタイトルサブタイトルサブタイトルサブタイトル","ｲﾝﾌｪﾙﾉ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-16","nan","0","nan","nan","nan","nan","600","01","01","2020","S11739","A41399","0"
"[ガイド]インフェルノ","サブタイトルサブタイトルサブタイトルサブタイトル","ｲﾝﾌｪﾙﾉｶﾞｲﾄﾞ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-17","nan","0","nan","nan","nan","nan","600","01","07","2020","S66538","A35809","0"
"WanteD!WanteD!","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｫﾝﾃｯﾄﾞｳｫﾝﾃｯﾄﾞ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-18","nan","0","nan","nan","nan","nan","600","01","01","2020","S93208","A32300","0"
"[ガイド]WanteD!WanteD!","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｫﾝﾃｯﾄﾞｳｫﾝﾃｯﾄﾞｶﾞｲﾄﾞ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-19","nan","0","nan","nan","nan","nan","600","01","07","2020","S53687","A79647","0"
"ダンスホール","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾝｽﾎｰﾙ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-20","nan","0","nan","nan","nan","nan","600","01","01","2020","S34929","A86632","0"
"[ガイド]ダンスホール","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾝｽﾎｰﾙｶﾞｲﾄﾞ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-21","nan","0","nan","nan","nan","nan","600","01","07","2020","S37232","A19540","0"
"僕のこと(orchestra ver.）","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞｸﾉｺﾄｵｰｹｽﾄﾗﾊﾞｰｼﾞｮﾝ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-22","nan","0","nan","nan","nan","nan","600","01","01","2020","S48814","A10846","0"
"僕のこと","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞｸﾉｺﾄ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-23","nan","0","nan","nan","nan","nan","600","01","01","2020","S66682","A27796","0"
"[ガイド]僕のこと","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞｸﾉｺﾄｶﾞｲﾄﾞ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-24","nan","0","nan","nan","nan","nan","600","01","07","2020","S37594","A79235","0"
"私は最強","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜﾀｼﾊｻｲｷｮｳ","Mrs.GREEN APPLE","ﾐｾｽｸﾞﾘｰﾝｱｯﾌﾟﾙ","6000-25","nan","0","nan","nan","nan","nan","600","01","01","2020","S41475","A79987","0"
"I LOVE...","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾗﾌﾞ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-26","nan","0","nan","nan","nan","nan","600","01","01","2020","S76209","A24334","0"
"[ガイド]I LOVE...","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾗﾌﾞｶﾞｲﾄﾞ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-27","nan","0","nan","nan","nan","nan","600","01","07","2020","S34850","A11771","0"
"イエスタデイ","サブタイトルサブタイトルサブタイトルサブタイトル","ｲｴｽﾀﾃﾞｲ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-28","nan","0","nan","nan","nan","nan","600","01","01","2020","S27964","A87714","0"
"[ガイド]イエスタデイ","サブタイトルサブタイトルサブタイトルサブタイトル","ｲｴｽﾀﾃﾞｲｶﾞｲﾄﾞ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-29","nan","0","nan","nan","nan","nan","600","01","07","2020","S95422","A61322","0"
"犬かキャットかで死ぬまで喧嘩しよう","サブタイトルサブタイトルサブタイトルサブタイトル","ｲﾇｶｷｬｯﾄｶﾃﾞｼﾇﾏﾃﾞｹﾝｶｼﾖｳ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-30","nan","0","nan","nan","nan","nan","600","01","01","2020","S95099","A43898","0"
"Cry Baby","サブタイトルサブタイトルサブタイトルサブタイトル","ｸﾗｲﾍﾞｲﾋﾞｰ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-31","nan","0","nan","nan","nan","nan","600","01","01","2020","S45750","A29993","0"
"[ガイド]Cray Baby","サブタイトルサブタイトルサブタイトルサブタイトル","ｸﾗｲﾍﾞｲﾋﾞｰｶﾞｲﾄﾞ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-32","nan","0","nan","nan","nan","nan","600","01","07","2020","S97624","A78095","0"
"Subtitle","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾌﾞﾀｲﾄﾙ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-33","nan","0","nan","nan","nan","nan","600","01","01","2020","S83107","A94032","0"
"宿命","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｭｸﾒｲ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-34","nan","0","nan","nan","nan","nan","600","01","01","2020","S18844","A64906","0"
"ノーダウト","サブタイトルサブタイトルサブタイトルサブタイトル","ﾉｰﾀﾞｳﾄ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-35","nan","0","nan","nan","nan","nan","600","01","01","2020","S83292","A23254","0"
"115万キロのフィルム","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋｬｸｼﾞｭｳｺﾞﾏﾝｷﾛﾉﾌｨﾙﾑ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-36","nan","0","nan","nan","nan","nan","600","01","01","2020","S95958","A45701","0"
"Pretender","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾘﾃﾝﾀﾞｰ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-37","nan","0","nan","nan","nan","nan","600","01","01","2020","S81391","A79183","0"
"[ガイド]Pretender","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾟﾘﾃﾝﾀﾞｰｶﾞｲﾄﾞ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-38","nan","0","nan","nan","nan","nan","600","01","07","2020","S65060","A65433","0"
"ミックスナッツ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐｯｸｽﾅｯﾂ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-39","nan","0","nan","nan","nan","nan","600","01","01","2020","S27022","A52054","0"
"[ガイド]ミックスナッツ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐｯｸｽﾅｯﾂ","Offical髭男dism","ｵﾌｨｼｬﾙﾋｹﾞﾀﾞﾝﾃﾞｨｽﾞﾑ","6000-40","nan","0","nan","nan","nan","nan","600","01","07","2020","S45742","A78395","0"
"会いたくて","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾀｸﾃ","Ado","ｱﾄﾞ","6000-41","nan","0","nan","nan","nan","nan","600","01","01","2020","S59549","A18376","0"
"[ガイド]会いたくて","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲﾀｸﾃｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-42","nan","0","nan","nan","nan","nan","600","01","07","2020","S56257","A36265","0"
"阿修羅ちゃん","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｼｭﾗﾁｬﾝ","Ado","ｱﾄﾞ","6000-43","nan","0","nan","nan","nan","nan","600","01","01","2020","S98938","A78453","0"
"[ガイド]阿修羅ちゃん","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｼｭﾗﾁｬﾝｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-44","nan","0","nan","nan","nan","nan","600","01","07","2020","S49745","A38356","0"
"アタシは問題作","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾀｼﾊﾓﾝﾀﾞｲｻｸ","Ado","ｱﾄﾞ","6000-45","nan","0","nan","nan","nan","nan","600","01","01","2020","S18264","A33500","0"
"ウタカタララバイ(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｳﾀｶﾀﾗﾗﾊﾞｲ","Ado","ｱﾄﾞ","6000-46","nan","0","nan","nan","nan","nan","600","01","01","2020","S41676","A85247","0"
"[ガイド]ウタカタララバイ(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｳﾀｶﾀﾗﾗﾊﾞｲｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-47","nan","0","nan","nan","nan","nan","600","01","07","2020","S45094","A80539","0"
"うっせぇわ","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｯｾｪﾜ","Ado","ｱﾄﾞ","6000-48","nan","0","nan","nan","nan","nan","600","01","01","2020","S24679","A91295","0"
"[ガイド]うっせぇわ","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｯｾｪﾜｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-49","nan","0","nan","nan","nan","nan","600","01","07","2020","S49237","A82812","0"
"永遠のあくる日","サブタイトルサブタイトルサブタイトルサブタイトル","ｴｲｴﾝﾉｱｸﾙﾋ","Ado","ｱﾄﾞ","6000-50","nan","0","nan","nan","nan","nan","600","01","01","2020","S83076","A38786","0"
"踊","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾄﾞ","Ado","ｱﾄﾞ","6000-51","nan","0","nan","nan","nan","nan","600","01","01","2020","S79005","A40030","0"
"[ガイド]踊","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾄﾞｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-52","nan","0","nan","nan","nan","nan","600","01","07","2020","S27135","A51682","0"
"踊(Bon-Odo Remix)","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾄﾞﾎﾞﾝｵﾄﾞﾘﾐｯｸｽ","Ado","ｱﾄﾞ","6000-53","nan","0","nan","nan","nan","nan","600","01","01","2020","S54529","A85745","0"
"過学習","サブタイトルサブタイトルサブタイトルサブタイトル","ｶｶﾞｸｼｭｳ","Ado","ｱﾄﾞ","6000-54","nan","0","nan","nan","nan","nan","600","01","01","2020","S61856","A99880","0"
"風のゆくえ","サブタイトルサブタイトルサブタイトルサブタイトル","ｶｾﾞﾉﾕｸｴ","Ado","ｱﾄﾞ","6000-55","nan","0","nan","nan","nan","nan","600","01","01","2020","S94209","A58516","0"
"逆光(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞｬｯｺｳ","Ado","ｱﾄﾞ","6000-56","nan","0","nan","nan","nan","nan","600","01","01","2020","S28965","A44975","0"
"[ガイド]逆光(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞｬｯｺｳｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-57","nan","0","nan","nan","nan","nan","600","01","07","2020","S35083","A79509","0"
"[ガイド]ギラギラ","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞﾗｷﾞﾗｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-58","nan","0","nan","nan","nan","nan","600","01","07","2020","S79583","A85092","0"
"心という名の不可解","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｺﾛﾄｲｳﾅﾉﾌｶｶｲ","Ado","ｱﾄﾞ","6000-59","nan","0","nan","nan","nan","nan","600","01","01","2020","S16754","A21770","0"
"[ガイド]心という名の不可解","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｺﾛﾄｲｳﾅﾉﾌｶｶｲｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-60","nan","0","nan","nan","nan","nan","600","01","07","2020","S24937","A17801","0"
"ギラギラ","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾞﾗｷﾞﾗ","Ado","ｱﾄﾞ","6000-61","nan","0","nan","nan","nan","nan","600","01","01","2020","S69658","A30008","0"
"新時代(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾝｼﾞﾀﾞｲ","Ado","ｱﾄﾞ","6000-62","nan","0","nan","nan","nan","nan","600","01","01","2020","S19180","A68268","0"
"[ガイド]新時代(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾝｼﾞﾀﾞｲｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-63","nan","0","nan","nan","nan","nan","600","01","07","2020","S52316","A87678","0"
"世界のつづき(ウタ from ONE PIECE FILM RED)","サブタイトルサブタイトルサブタイトルサブタイトル","ｾｶｲﾉﾂﾂﾞｷ","Ado","ｱﾄﾞ","6000-64","nan","0","nan","nan","nan","nan","600","01","01","2020","S81104","A27478","0"
"千本桜","サブタイトルサブタイトルサブタイトルサブタイトル","ｾﾝﾎﾞﾝｻﾞｸﾗ","Ado","ｱﾄﾞ","6000-65","nan","0","nan","nan","nan","nan","600","01","01","2020","S57623","A86484","0"
"Tot Musica","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄｯﾄﾐｭｼﾞｶ","Ado","ｱﾄﾞ","6000-66","nan","0","nan","nan","nan","nan","600","01","01","2020","S34335","A73853","0"
"ドメスティックでバイオレンス","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾞﾒｽﾃｨｯｸﾃﾞﾊﾞｲｵﾚﾝｽ","Ado","ｱﾄﾞ","6000-67","nan","0","nan","nan","nan","nan","600","01","01","2020","S87348","A27933","0"
"[ガイド]ドメスティックでバイオレンス","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾞﾒｽﾃｨｯｸﾃﾞﾊﾞｲｵﾚﾝｽｶﾞｲﾄﾞ","Ado","ｱﾄﾞ","6000-68","nan","0","nan","nan","nan","nan","600","01","07","2020","S18664","A26151","0"
"花火","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊﾅﾋﾞ","Ado","ｱﾄﾞ","6000-69","nan","0","nan","nan","nan","nan","600","01","01","2020","S58451","A27488","0"
"FREEDOM","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾘｰﾀﾞﾑ","Ado","ｱﾄﾞ","6000-70","nan","0","nan","nan","nan","nan","600","01","01","2020","S80572","A80241","0"
"マザーランド","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｻﾞｰﾗﾝﾄﾞ","Ado","ｱﾄﾞ","6000-71","nan","0","nan","nan","nan","nan","600","01","01","2020","S59027","A22257","0"
"行方知れず","サブタイトルサブタイトルサブタイトルサブタイトル","ﾕｸｴｼﾚｽﾞ","Ado","ｱﾄﾞ","6000-72","nan","0","nan","nan","nan","nan","600","01","01","2020","S68635","A32591","0"
"夜のピエロ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾖﾙﾉﾋﾟｴﾛ","Ado","ｱﾄﾞ","6000-73","nan","0","nan","nan","nan","nan","600","01","01","2020","S31728","A77790","0"
